issuerName,issuerTicker,txType,tradeValue,reportingGap,Description,pubDate,filingDate,txDate,value,gender,firstName,lastName,party,owner,chamber,price,filingURL,comment
United States Steel Corp,X:US,sell,1K–15K,30.0,Tommy Tuberville sold $8000 of United States Steel Corp (X:US) on 2023-06-14. He filed the trade after 30 days.,2023-07-14T17:15:11Z,2023-07-14,2023-06-14,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/90e958fd-45d3-422f-b33e-935092384205/,Option Type: Call Strike price: $25.00 Expires: 06/21/2024
United States Steel Corp,X:US,sell,15K–50K,30.0,Tommy Tuberville sold $32500 of United States Steel Corp (X:US) on 2023-06-14. He filed the trade after 30 days.,2023-07-14T17:15:11Z,2023-07-14,2023-06-14,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/90e958fd-45d3-422f-b33e-935092384205/,Option Type: Put Strike price: $23.00 Expires: 06/21/2024
Carnival Corporation \u0026 PLC,CCL:US,sell,1K–15K,31.0,Tommy Tuberville sold $8000 of Carnival Corporation & PLC (CCL:US) on 2023-06-13. He filed the trade after 31 days.,2023-07-14T17:15:11Z,2023-07-14,2023-06-13,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/90e958fd-45d3-422f-b33e-935092384205/,Option Type: Put Strike price: $15.00 Expires: 01/19/2024
Carnival Corporation \u0026 PLC,CCL:US,sell,1K–15K,31.0,Tommy Tuberville sold $8000 of Carnival Corporation & PLC (CCL:US) on 2023-06-13. He filed the trade after 31 days.,2023-07-14T17:15:11Z,2023-07-14,2023-06-13,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/90e958fd-45d3-422f-b33e-935092384205/,Option Type: Put Strike price: $15.00 Expires: 01/19/2024
Tesla Inc,TSLA:US,sell,1K–15K,31.0,Tommy Tuberville sold $8000 of Tesla Inc (TSLA:US) on 2023-06-13. He filed the trade after 31 days.,2023-07-14T17:15:11Z,2023-07-14,2023-06-13,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/90e958fd-45d3-422f-b33e-935092384205/,Option Type: Put Strike price: $190.00 Expires: 12/15/2023
Walgreens Boots Alliance Inc,WBA:US,buy,15K–50K,31.0,Tommy Tuberville bought $32500 of Walgreens Boots Alliance Inc (WBA:US) on 2023-06-13. He filed the trade after 31 days.,2023-07-14T17:15:11Z,2023-07-14,2023-06-13,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/90e958fd-45d3-422f-b33e-935092384205/,
Under Armour Inc,UAA:US,buy,1K–15K,31.0,Tommy Tuberville bought $8000 of Under Armour Inc (UAA:US) on 2023-06-13. He filed the trade after 31 days.,2023-07-14T17:15:11Z,2023-07-14,2023-06-13,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/90e958fd-45d3-422f-b33e-935092384205/,
Chevron Corp,CVX:US,buy,1K–15K,32.0,Tommy Tuberville bought $8000 of Chevron Corp (CVX:US) on 2023-06-12. He filed the trade after 32 days.,2023-07-14T17:15:11Z,2023-07-14,2023-06-12,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/90e958fd-45d3-422f-b33e-935092384205/,Option Type: Put Strike price: $155.00 Expires: 06/16/2023
Walgreens Boots Alliance Inc,WBA:US,buy,1K–15K,32.0,Tommy Tuberville bought $8000 of Walgreens Boots Alliance Inc (WBA:US) on 2023-06-12. He filed the trade after 32 days.,2023-07-14T17:15:11Z,2023-07-14,2023-06-12,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/90e958fd-45d3-422f-b33e-935092384205/,
Pfizer Inc,PFE:US,buy,1K–15K,32.0,Tommy Tuberville bought $8000 of Pfizer Inc (PFE:US) on 2023-06-12. He filed the trade after 32 days.,2023-07-14T17:15:11Z,2023-07-14,2023-06-12,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/90e958fd-45d3-422f-b33e-935092384205/,
KeyCorp,KEY:US,buy,1K–15K,32.0,Tommy Tuberville bought $8000 of KeyCorp (KEY:US) on 2023-06-12. He filed the trade after 32 days.,2023-07-14T17:15:11Z,2023-07-14,2023-06-12,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/90e958fd-45d3-422f-b33e-935092384205/,
Citizens Financial Group Inc,CFG:US,buy,1K–15K,32.0,Tommy Tuberville bought $8000 of Citizens Financial Group Inc (CFG:US) on 2023-06-12. He filed the trade after 32 days.,2023-07-14T17:15:11Z,2023-07-14,2023-06-12,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/90e958fd-45d3-422f-b33e-935092384205/,
Capital One Financial Corp,COF:US,sell,1K–15K,35.0,Tommy Tuberville sold $8000 of Capital One Financial Corp (COF:US) on 2023-06-09. He filed the trade after 35 days.,2023-07-14T17:15:11Z,2023-07-14,2023-06-09,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/90e958fd-45d3-422f-b33e-935092384205/,Option Type: Put Strike price: $110.00 Expires: 01/19/2024
United States Steel Corp,X:US,sell,1K–15K,36.0,Tommy Tuberville sold $8000 of United States Steel Corp (X:US) on 2023-06-08. He filed the trade after 36 days.,2023-07-14T17:15:11Z,2023-07-14,2023-06-08,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/90e958fd-45d3-422f-b33e-935092384205/,Option Type: Put Strike price: $20.00 Expires: 06/21/2024
QUALCOMM Inc,QCOM:US,buy,1K–15K,36.0,Tommy Tuberville bought $8000 of QUALCOMM Inc (QCOM:US) on 2023-06-08. He filed the trade after 36 days.,2023-07-14T17:15:11Z,2023-07-14,2023-06-08,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/90e958fd-45d3-422f-b33e-935092384205/,
QUALCOMM Inc,QCOM:US,buy,50K–100K,38.0,Tommy Tuberville bought $75000 of QUALCOMM Inc (QCOM:US) on 2023-06-06. He filed the trade after 38 days.,2023-07-14T17:15:11Z,2023-07-14,2023-06-06,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/90e958fd-45d3-422f-b33e-935092384205/,
Chevron Corp,CVX:US,sell,1K–15K,39.0,Tommy Tuberville sold $8000 of Chevron Corp (CVX:US) on 2023-06-05. He filed the trade after 39 days.,2023-07-14T17:15:11Z,2023-07-14,2023-06-05,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/90e958fd-45d3-422f-b33e-935092384205/,Option Type: Put Strike price: $150.00 Expires: 12/15/2023
QUALCOMM Inc,QCOM:US,sell,1K–15K,39.0,Tommy Tuberville sold $8000 of QUALCOMM Inc (QCOM:US) on 2023-06-05. He filed the trade after 39 days.,2023-07-14T17:15:11Z,2023-07-14,2023-06-05,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/90e958fd-45d3-422f-b33e-935092384205/,Option Type: Call Strike price: $125.00 Expires: 10/20/2023
QUALCOMM Inc,QCOM:US,buy,100K–250K,42.0,Tommy Tuberville bought $175000 of QUALCOMM Inc (QCOM:US) on 2023-06-02. He filed the trade after 42 days.,2023-07-14T17:15:11Z,2023-07-14,2023-06-02,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/90e958fd-45d3-422f-b33e-935092384205/,
QUALCOMM Inc,QCOM:US,buy,100K–250K,43.0,Tommy Tuberville bought $175000 of QUALCOMM Inc (QCOM:US) on 2023-06-01. He filed the trade after 43 days.,2023-07-14T17:15:11Z,2023-07-14,2023-06-01,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/90e958fd-45d3-422f-b33e-935092384205/,
Cleveland-Cliffs Inc,CLF:US,buy,15K–50K,43.0,Tommy Tuberville bought $32500 of Cleveland-Cliffs Inc (CLF:US) on 2023-06-01. He filed the trade after 43 days.,2023-07-14T17:15:11Z,2023-07-14,2023-06-01,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/90e958fd-45d3-422f-b33e-935092384205/,
CME SOYBEAN MEAL,,buy,1K–15K,14.0,Tommy Tuberville bought $8000 of CME SOYBEAN MEAL on 2023-06-30. He filed the trade after 14 days.,2023-07-14T17:15:11Z,2023-07-14,2023-06-30,,male,Thomas,Tuberville,republican,self,senate,,https://efdsearch.senate.gov/search/view/ptr/90e958fd-45d3-422f-b33e-935092384205/,
CME SOYBEAN MEAL,,sell,1K–15K,14.0,Tommy Tuberville sold $8000 of CME SOYBEAN MEAL on 2023-06-30. He filed the trade after 14 days.,2023-07-14T17:15:11Z,2023-07-14,2023-06-30,,male,Thomas,Tuberville,republican,self,senate,,https://efdsearch.senate.gov/search/view/ptr/90e958fd-45d3-422f-b33e-935092384205/,
CME SOYBEAN MEAL,,buy,1K–15K,15.0,Tommy Tuberville bought $8000 of CME SOYBEAN MEAL on 2023-06-29. He filed the trade after 15 days.,2023-07-14T17:15:11Z,2023-07-14,2023-06-29,,male,Thomas,Tuberville,republican,self,senate,,https://efdsearch.senate.gov/search/view/ptr/90e958fd-45d3-422f-b33e-935092384205/,
CME CORN,,buy,1K–15K,22.0,Tommy Tuberville bought $8000 of CME CORN on 2023-06-22. He filed the trade after 22 days.,2023-07-14T17:15:11Z,2023-07-14,2023-06-22,,male,Thomas,Tuberville,republican,self,senate,,https://efdsearch.senate.gov/search/view/ptr/90e958fd-45d3-422f-b33e-935092384205/,
CME CATTLE,,sell,1K–15K,30.0,Tommy Tuberville sold $8000 of CME CATTLE on 2023-06-14. He filed the trade after 30 days.,2023-07-14T17:15:11Z,2023-07-14,2023-06-14,,male,Thomas,Tuberville,republican,self,senate,,https://efdsearch.senate.gov/search/view/ptr/90e958fd-45d3-422f-b33e-935092384205/,
CME CATTLE,,buy,1K–15K,37.0,Tommy Tuberville bought $8000 of CME CATTLE on 2023-06-07. He filed the trade after 37 days.,2023-07-14T17:15:11Z,2023-07-14,2023-06-07,,male,Thomas,Tuberville,republican,self,senate,,https://efdsearch.senate.gov/search/view/ptr/90e958fd-45d3-422f-b33e-935092384205/,
CME CATTLE,,sell,1K–15K,37.0,Tommy Tuberville sold $8000 of CME CATTLE on 2023-06-07. He filed the trade after 37 days.,2023-07-14T17:15:11Z,2023-07-14,2023-06-07,,male,Thomas,Tuberville,republican,self,senate,,https://efdsearch.senate.gov/search/view/ptr/90e958fd-45d3-422f-b33e-935092384205/,
CME CATTLE,,buy,1K–15K,43.0,Tommy Tuberville bought $8000 of CME CATTLE on 2023-06-01. He filed the trade after 43 days.,2023-07-14T17:15:11Z,2023-07-14,2023-06-01,,male,Thomas,Tuberville,republican,self,senate,,https://efdsearch.senate.gov/search/view/ptr/90e958fd-45d3-422f-b33e-935092384205/,
Microsoft Corp,MSFT:US,sell,15K–50K,35.0,Shelley Moore Capito sold $32500 of Microsoft Corp (MSFT:US) on 2023-06-12. She filed the trade after 35 days.,2023-07-17T14:15:09Z,2023-07-17,2023-06-12,,female,Shelley,Moore Capito,republican,spouse,senate,,https://efdsearch.senate.gov/search/view/ptr/8af46e43-23ee-40b9-8018-b8a2f90de99b/,
Chubb Ltd,CB:US,sell,1K–15K,35.0,Shelley Moore Capito sold $8000 of Chubb Ltd (CB:US) on 2023-06-12. She filed the trade after 35 days.,2023-07-17T14:15:09Z,2023-07-17,2023-06-12,,female,Shelley,Moore Capito,republican,spouse,senate,,https://efdsearch.senate.gov/search/view/ptr/8af46e43-23ee-40b9-8018-b8a2f90de99b/,
Amgen Inc,AMGN:US,sell,1K–15K,35.0,Shelley Moore Capito sold $8000 of Amgen Inc (AMGN:US) on 2023-06-12. She filed the trade after 35 days.,2023-07-17T14:15:09Z,2023-07-17,2023-06-12,,female,Shelley,Moore Capito,republican,spouse,senate,,https://efdsearch.senate.gov/search/view/ptr/8af46e43-23ee-40b9-8018-b8a2f90de99b/,
Microsoft Corp,MSFT:US,sell,1K–15K,25.0,Shelley Moore Capito sold $8000 of Microsoft Corp (MSFT:US) on 2023-06-22. She filed the trade after 25 days.,2023-07-17T14:15:09Z,2023-07-17,2023-06-22,,female,Shelley,Moore Capito,republican,spouse,senate,,https://efdsearch.senate.gov/search/view/ptr/8af46e43-23ee-40b9-8018-b8a2f90de99b/,
Nike Inc,NKE:US,buy,1K–15K,33.0,Shelley Moore Capito bought $8000 of Nike Inc (NKE:US) on 2023-06-14. She filed the trade after 33 days.,2023-07-17T14:15:09Z,2023-07-17,2023-06-14,,female,Shelley,Moore Capito,republican,spouse,senate,,https://efdsearch.senate.gov/search/view/ptr/8af46e43-23ee-40b9-8018-b8a2f90de99b/,
Apple Inc,AAPL:US,buy,1K–15K,33.0,Shelley Moore Capito bought $8000 of Apple Inc (AAPL:US) on 2023-06-14. She filed the trade after 33 days.,2023-07-17T14:15:09Z,2023-07-17,2023-06-14,,female,Shelley,Moore Capito,republican,spouse,senate,,https://efdsearch.senate.gov/search/view/ptr/8af46e43-23ee-40b9-8018-b8a2f90de99b/,
The Clorox Co,CLX:US,sell,1K–15K,33.0,Shelley Moore Capito sold $8000 of The Clorox Co (CLX:US) on 2023-06-14. She filed the trade after 33 days.,2023-07-17T14:15:09Z,2023-07-17,2023-06-14,,female,Shelley,Moore Capito,republican,spouse,senate,,https://efdsearch.senate.gov/search/view/ptr/8af46e43-23ee-40b9-8018-b8a2f90de99b/,
Walmart Inc,WMT:US,sell,1K–15K,40.0,Shelley Moore Capito sold $8000 of Walmart Inc (WMT:US) on 2023-06-07. She filed the trade after 40 days.,2023-07-17T14:15:09Z,2023-07-17,2023-06-07,,female,Shelley,Moore Capito,republican,spouse,senate,,https://efdsearch.senate.gov/search/view/ptr/8af46e43-23ee-40b9-8018-b8a2f90de99b/,
Stryker Corp,SYK:US,sell,1K–15K,238.0,Dan Sullivan sold $8000 of Stryker Corp (SYK:US) on 2022-11-30. He filed the trade after 238 days.,2023-07-26T15:15:11Z,2023-07-26,2022-11-30,,male,Daniel,Sullivan,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/016757b7-4990-4541-a2e6-3058ea8b0bfe/,
PayPal Holdings Inc,PYPL:US,sell,1K–15K,238.0,Dan Sullivan sold $8000 of PayPal Holdings Inc (PYPL:US) on 2022-11-30. He filed the trade after 238 days.,2023-07-26T15:15:11Z,2023-07-26,2022-11-30,,male,Daniel,Sullivan,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/016757b7-4990-4541-a2e6-3058ea8b0bfe/,
Meta Platforms Inc,META:US,sell,1K–15K,238.0,Dan Sullivan sold $8000 of Meta Platforms Inc (META:US) on 2022-11-30. He filed the trade after 238 days.,2023-07-26T15:15:11Z,2023-07-26,2022-11-30,,male,Daniel,Sullivan,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/016757b7-4990-4541-a2e6-3058ea8b0bfe/,
Medtronic PLC,MDT:US,sell,1K–15K,238.0,Dan Sullivan sold $8000 of Medtronic PLC (MDT:US) on 2022-11-30. He filed the trade after 238 days.,2023-07-26T15:15:11Z,2023-07-26,2022-11-30,,male,Daniel,Sullivan,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/016757b7-4990-4541-a2e6-3058ea8b0bfe/,
F5 Inc,FFIV:US,sell,1K–15K,238.0,Dan Sullivan sold $8000 of F5 Inc (FFIV:US) on 2022-11-30. He filed the trade after 238 days.,2023-07-26T15:15:11Z,2023-07-26,2022-11-30,,male,Daniel,Sullivan,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/016757b7-4990-4541-a2e6-3058ea8b0bfe/,
Comcast Corp,CMCSA:US,sell,1K–15K,238.0,Dan Sullivan sold $8000 of Comcast Corp (CMCSA:US) on 2022-11-30. He filed the trade after 238 days.,2023-07-26T15:15:11Z,2023-07-26,2022-11-30,,male,Daniel,Sullivan,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/016757b7-4990-4541-a2e6-3058ea8b0bfe/,
Alphabet Inc,GOOGL:US,sell,1K–15K,238.0,Dan Sullivan sold $8000 of Alphabet Inc (GOOGL:US) on 2022-11-30. He filed the trade after 238 days.,2023-07-26T15:15:11Z,2023-07-26,2022-11-30,,male,Daniel,Sullivan,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/016757b7-4990-4541-a2e6-3058ea8b0bfe/,
Adobe Inc,ADBE:US,sell,1K–15K,238.0,Dan Sullivan sold $8000 of Adobe Inc (ADBE:US) on 2022-11-30. He filed the trade after 238 days.,2023-07-26T15:15:11Z,2023-07-26,2022-11-30,,male,Daniel,Sullivan,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/016757b7-4990-4541-a2e6-3058ea8b0bfe/,
The TJX Companies Inc,TJX:US,buy,1K–15K,238.0,Dan Sullivan bought $8000 of The TJX Companies Inc (TJX:US) on 2022-11-30. He filed the trade after 238 days.,2023-07-26T15:15:11Z,2023-07-26,2022-11-30,,male,Daniel,Sullivan,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/016757b7-4990-4541-a2e6-3058ea8b0bfe/,
Thermo Fisher Scientific Inc,TMO:US,buy,1K–15K,238.0,Dan Sullivan bought $8000 of Thermo Fisher Scientific Inc (TMO:US) on 2022-11-30. He filed the trade after 238 days.,2023-07-26T15:15:11Z,2023-07-26,2022-11-30,,male,Daniel,Sullivan,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/016757b7-4990-4541-a2e6-3058ea8b0bfe/,
Lam Research Corp,LRCX:US,buy,1K–15K,238.0,Dan Sullivan bought $8000 of Lam Research Corp (LRCX:US) on 2022-11-30. He filed the trade after 238 days.,2023-07-26T15:15:11Z,2023-07-26,2022-11-30,,male,Daniel,Sullivan,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/016757b7-4990-4541-a2e6-3058ea8b0bfe/,
US TREASURY BILLS,,buy,15K–50K,5.0,Tom Carper bought $32500 of US TREASURY BILLS on 2023-07-28. He filed the trade after 5 days.,2023-08-02T16:15:10Z,2023-08-02,2023-07-28,,male,Thomas,Carper,democrat,spouse,senate,,https://efdsearch.senate.gov/search/view/ptr/95c4f4bf-b94b-45a2-9e9c-ab0c4063a4cf/,
US TREASURY BILLS,,buy,15K–50K,5.0,Tom Carper bought $32500 of US TREASURY BILLS on 2023-07-28. He filed the trade after 5 days.,2023-08-02T16:15:10Z,2023-08-02,2023-07-28,,male,Thomas,Carper,democrat,spouse,senate,,https://efdsearch.senate.gov/search/view/ptr/95c4f4bf-b94b-45a2-9e9c-ab0c4063a4cf/,
US TREASURY BILLS,,buy,50K–100K,5.0,Tom Carper bought $75000 of US TREASURY BILLS on 2023-07-28. He filed the trade after 5 days.,2023-08-02T16:15:10Z,2023-08-02,2023-07-28,,male,Thomas,Carper,democrat,spouse,senate,,https://efdsearch.senate.gov/search/view/ptr/95c4f4bf-b94b-45a2-9e9c-ab0c4063a4cf/,
US TREASURY BILLS,,sell,15K–50K,6.0,Tom Carper sold $32500 of US TREASURY BILLS on 2023-07-27. He filed the trade after 6 days.,2023-08-02T16:15:10Z,2023-08-02,2023-07-27,,male,Thomas,Carper,democrat,spouse,senate,,https://efdsearch.senate.gov/search/view/ptr/95c4f4bf-b94b-45a2-9e9c-ab0c4063a4cf/,
ProShares Short QQQ,PSQ:US,buy,1K–15K,20.0,Tom Carper bought $8000 of ProShares Short QQQ (PSQ:US) on 2023-07-13. He filed the trade after 20 days.,2023-08-02T16:15:10Z,2023-08-02,2023-07-13,,male,Thomas,Carper,democrat,spouse,senate,,https://efdsearch.senate.gov/search/view/ptr/95c4f4bf-b94b-45a2-9e9c-ab0c4063a4cf/,
ProShares Short QQQ,PSQ:US,buy,1K–15K,20.0,Tom Carper bought $8000 of ProShares Short QQQ (PSQ:US) on 2023-07-13. He filed the trade after 20 days.,2023-08-02T16:15:10Z,2023-08-02,2023-07-13,,male,Thomas,Carper,democrat,spouse,senate,,https://efdsearch.senate.gov/search/view/ptr/95c4f4bf-b94b-45a2-9e9c-ab0c4063a4cf/,
Verizon Communications Inc,VZ:US,buy,1K–15K,23.0,Tom Carper bought $8000 of Verizon Communications Inc (VZ:US) on 2023-07-10. He filed the trade after 23 days.,2023-08-02T16:15:10Z,2023-08-02,2023-07-10,,male,Thomas,Carper,democrat,spouse,senate,,https://efdsearch.senate.gov/search/view/ptr/95c4f4bf-b94b-45a2-9e9c-ab0c4063a4cf/,
Robinhood Markets Inc,HOOD:US,sell,50K–100K,39.0,Richard Blumenthal sold $75000 of Robinhood Markets Inc (HOOD:US) on 2023-06-29. He filed the trade after 39 days.,2023-08-07T20:15:10Z,2023-08-07,2023-06-29,,male,Richard,Blumenthal,democrat,spouse,senate,,https://efdsearch.senate.gov/search/view/paper/5e3f0c2c-fff4-46b0-b29b-a6fe3fc87b61/,SHARES WERE ORIGINALLY DISTRIBUTED ON 06/28/23 FROM AMPLO LLP
Robinhood Markets Inc,HOOD:US,sell,15K–50K,39.0,Richard Blumenthal sold $32500 of Robinhood Markets Inc (HOOD:US) on 2023-06-29. He filed the trade after 39 days.,2023-08-07T20:15:10Z,2023-08-07,2023-06-29,,male,Richard,Blumenthal,democrat,spouse,senate,,https://efdsearch.senate.gov/search/view/paper/5e3f0c2c-fff4-46b0-b29b-a6fe3fc87b61/,SHARES WERE ORIGINALLY DISTRIBUTED ON 06/28/23 FROM AMPLO LLP
ELCM2 LLC,,sell,500K–1M,28.0,Richard Blumenthal sold $750000 of ELCM2 LLC on 2023-07-10. He filed the trade after 28 days.,2023-08-07T20:15:10Z,2023-08-07,2023-07-10,,male,Richard,Blumenthal,democrat,not-disclosed,senate,,https://efdsearch.senate.gov/search/view/paper/5e3f0c2c-fff4-46b0-b29b-a6fe3fc87b61/,
ELCM2 LLC,,sell,500K–1M,21.0,Richard Blumenthal sold $750000 of ELCM2 LLC on 2023-07-17. He filed the trade after 21 days.,2023-08-07T20:15:10Z,2023-08-07,2023-07-17,,male,Richard,Blumenthal,democrat,not-disclosed,senate,,https://efdsearch.senate.gov/search/view/paper/5e3f0c2c-fff4-46b0-b29b-a6fe3fc87b61/,
Carnival Corporation \u0026 PLC,CCL:US,sell,1K–15K,18.0,Tommy Tuberville sold $8000 of Carnival Corporation & PLC (CCL:US) on 2023-07-27. He filed the trade after 18 days.,2023-08-14T20:15:11Z,2023-08-14,2023-07-27,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/9d268a6e-94c2-48c5-9db9-79f3eaa75d25/,Option Type: Put Strike price: $17.50 Expires: 06/21/2024
Cleveland-Cliffs Inc,CLF:US,sell,1K–15K,20.0,Tommy Tuberville sold $8000 of Cleveland-Cliffs Inc (CLF:US) on 2023-07-25. He filed the trade after 20 days.,2023-08-14T20:15:11Z,2023-08-14,2023-07-25,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/9d268a6e-94c2-48c5-9db9-79f3eaa75d25/,Option Type: Call Strike price: $18.00 Expires: 10/20/2023
Walgreens Boots Alliance Inc,WBA:US,buy,1K–15K,20.0,Tommy Tuberville bought $8000 of Walgreens Boots Alliance Inc (WBA:US) on 2023-07-25. He filed the trade after 20 days.,2023-08-14T20:15:11Z,2023-08-14,2023-07-25,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/9d268a6e-94c2-48c5-9db9-79f3eaa75d25/,
